DSA,FIPS,Duplicate?
LifeShare Transplant Donor Services of Oklahoma,'40055',0
LifeShare Transplant Donor Services of Oklahoma,'40057',0
LifeShare Transplant Donor Services of Oklahoma,'40059',0
LifeShare Transplant Donor Services of Oklahoma,'40061',0
LifeShare Transplant Donor Services of Oklahoma,'40063',0
LifeShare Transplant Donor Services of Oklahoma,'40065',0
LifeShare Transplant Donor Services of Oklahoma,'40067',0
LifeShare Transplant Donor Services of Oklahoma,'40069',0
LifeShare Transplant Donor Services of Oklahoma,'40071',0
LifeShare Transplant Donor Services of Oklahoma,'40073',0
LifeShare Transplant Donor Services of Oklahoma,'40075',0
LifeShare Transplant Donor Services of Oklahoma,'40077',0
LifeShare Transplant Donor Services of Oklahoma,'40079',0
LifeShare Transplant Donor Services of Oklahoma,'40081',0
LifeShare Transplant Donor Services of Oklahoma,'40083',0
LifeShare Transplant Donor Services of Oklahoma,'40085',0
LifeShare Transplant Donor Services of Oklahoma,'40087',0
LifeShare Transplant Donor Services of Oklahoma,'40089',0
LifeShare Transplant Donor Services of Oklahoma,'40091',0
LifeShare Transplant Donor Services of Oklahoma,'40093',0
LifeShare Transplant Donor Services of Oklahoma,'40095',0
LifeShare Transplant Donor Services of Oklahoma,'40097',0
LifeShare Transplant Donor Services of Oklahoma,'40099',0
LifeShare Transplant Donor Services of Oklahoma,'40101',0
LifeShare Transplant Donor Services of Oklahoma,'40103',0
LifeShare Transplant Donor Services of Oklahoma,'40105',0
LifeShare Transplant Donor Services of Oklahoma,'40107',0
LifeShare Transplant Donor Services of Oklahoma,'40109',0
LifeShare Transplant Donor Services of Oklahoma,'40111',0
LifeShare Transplant Donor Services of Oklahoma,'40113',0
LifeShare Transplant Donor Services of Oklahoma,'40115',0
LifeShare Transplant Donor Services of Oklahoma,'40117',0
LifeShare Transplant Donor Services of Oklahoma,'40119',0
LifeShare Transplant Donor Services of Oklahoma,'40121',0
LifeShare Transplant Donor Services of Oklahoma,'40123',0
LifeShare Transplant Donor Services of Oklahoma,'40125',0
LifeShare Transplant Donor Services of Oklahoma,'40127',0
LifeShare Transplant Donor Services of Oklahoma,'40129',0
LifeShare Transplant Donor Services of Oklahoma,'40131',0
LifeShare Transplant Donor Services of Oklahoma,'40133',0
LifeShare Transplant Donor Services of Oklahoma,'40135',0
LifeShare Transplant Donor Services of Oklahoma,'40137',0
LifeShare Transplant Donor Services of Oklahoma,'40139',0
LifeShare Transplant Donor Services of Oklahoma,'40141',0
LifeShare Transplant Donor Services of Oklahoma,'40143',0
LifeShare Transplant Donor Services of Oklahoma,'40145',0
LifeShare Transplant Donor Services of Oklahoma,'40147',0
LifeShare Transplant Donor Services of Oklahoma,'40149',0
LifeShare Transplant Donor Services of Oklahoma,'40151',0
LifeShare Transplant Donor Services of Oklahoma,'40153',0
Pacific Northwest Transplant Bank,'41001',0
Pacific Northwest Transplant Bank,'41003',0
Pacific Northwest Transplant Bank,'41005',0
Pacific Northwest Transplant Bank,'41007',0
Pacific Northwest Transplant Bank,'41009',0
Pacific Northwest Transplant Bank,'41011',0
Pacific Northwest Transplant Bank,'41013',0
Pacific Northwest Transplant Bank,'41015',0
Pacific Northwest Transplant Bank,'41017',0
Pacific Northwest Transplant Bank,'41019',0
Pacific Northwest Transplant Bank,'41021',0
Pacific Northwest Transplant Bank,'41023',0
Pacific Northwest Transplant Bank,'41025',0
Pacific Northwest Transplant Bank,'41027',0
Pacific Northwest Transplant Bank,'41029',0
Pacific Northwest Transplant Bank,'41031',0
Pacific Northwest Transplant Bank,'41033',0
Pacific Northwest Transplant Bank,'41035',0
Pacific Northwest Transplant Bank,'41037',0
Pacific Northwest Transplant Bank,'41039',0
Pacific Northwest Transplant Bank,'41041',0
Pacific Northwest Transplant Bank,'41043',0
Pacific Northwest Transplant Bank,'41045',0
Pacific Northwest Transplant Bank,'41047',0
Pacific Northwest Transplant Bank,'41049',0
Pacific Northwest Transplant Bank,'41051',0
Pacific Northwest Transplant Bank,'41053',0
Pacific Northwest Transplant Bank,'41055',0
Pacific Northwest Transplant Bank,'41057',0
Pacific Northwest Transplant Bank,'41059',0
Pacific Northwest Transplant Bank,'41061',0
Pacific Northwest Transplant Bank,'41063',0
Pacific Northwest Transplant Bank,'41065',0
Pacific Northwest Transplant Bank,'41067',0
Pacific Northwest Transplant Bank,'41069',0
Pacific Northwest Transplant Bank,'41071',0
Gift of Life Donor Program,'42001',0
Center for Organ Recovery and Education,'42003',0
Center for Organ Recovery and Education,'42005',0
Center for Organ Recovery and Education,'42007',0
Center for Organ Recovery and Education,'42009',0
Gift of Life Donor Program,'42011',0
Center for Organ Recovery and Education,'42013',0
Center for Organ Recovery and Education,'42015',0
Gift of Life Donor Program,'42017',0
Center for Organ Recovery and Education,'42019',0
Center for Organ Recovery and Education,'42021',0
Center for Organ Recovery and Education,'42023',0
Gift of Life Donor Program,'42025',0
Gift of Life Donor Program,'42027',0
Gift of Life Donor Program,'42029',0
Center for Organ Recovery and Education,'42031',0
Center for Organ Recovery and Education,'42033',0
Gift of Life Donor Program,'42035',0
Gift of Life Donor Program,'42037',0
Center for Organ Recovery and Education,'42039',0
Gift of Life Donor Program,'42041',0
Gift of Life Donor Program,'42043',0
Gift of Life Donor Program,'42045',0
Center for Organ Recovery and Education,'42047',0
Center for Organ Recovery and Education,'42049',0
Center for Organ Recovery and Education,'42051',0
Center for Organ Recovery and Education,'42053',0
Center for Organ Recovery and Education,'42055',0
Center for Organ Recovery and Education,'42057',0
Center for Organ Recovery and Education,'42059',0
Center for Organ Recovery and Education,'42061',0
Center for Organ Recovery and Education,'42063',0
Center for Organ Recovery and Education,'42065',0
Gift of Life Donor Program,'42067',0
Gift of Life Donor Program,'42069',0
Gift of Life Donor Program,'42071',0
Center for Organ Recovery and Education,'42073',0
Gift of Life Donor Program,'42075',0
Gift of Life Donor Program,'42077',0
Gift of Life Donor Program,'42079',0
Gift of Life Donor Program,'42081',0
Center for Organ Recovery and Education,'42083',0
Center for Organ Recovery and Education,'42085',0
Gift of Life Donor Program,'42087',0
Gift of Life Donor Program,'42089',0
Gift of Life Donor Program,'42091',0
Gift of Life Donor Program,'42093',0
Gift of Life Donor Program,'42095',0
Gift of Life Donor Program,'42097',0
Gift of Life Donor Program,'42099',0
Gift of Life Donor Program,'42101',0
New York Organ Donor Network,'42103',0
Center for Organ Recovery and Education,'42105',0
Gift of Life Donor Program,'42107',0
Gift of Life Donor Program,'42109',0
Center for Organ Recovery and Education,'42111',0
Gift of Life Donor Program,'42113',0
Gift of Life Donor Program,'42115',0
Gift of Life Donor Program,'42117',0
Gift of Life Donor Program,'42119',0
Center for Organ Recovery and Education,'42121',0
Center for Organ Recovery and Education,'42123',0
Center for Organ Recovery and Education,'42125',0
Gift of Life Donor Program,'42127',0
Center for Organ Recovery and Education,'42129',0
Gift of Life Donor Program,'42131',0
Gift of Life Donor Program,'42133',0
New England Organ Bank,'44001',0
New England Organ Bank,'44003',0
New England Organ Bank,'44005',0
New England Organ Bank,'44007',0
New England Organ Bank,'44009',0
LifePoint,'45001',0
LifeLink of Georgia,'45003',0
LifePoint,'45005',0
LifePoint,'45007',0
LifePoint,'45009',0
LifePoint,'45011',0
LifePoint,'45013',0
LifePoint,'45015',0
LifePoint,'45017',0
LifePoint,'45019',0
LifePoint,'45021',0
LifePoint,'45023',0
LifePoint,'45025',0
LifePoint,'45027',0
LifePoint,'45029',0
LifePoint,'45031',0
LifePoint,'45033',0
LifePoint,'45035',0
LifeLink of Georgia,'45037',0
LifePoint,'45039',0
LifePoint,'45041',0
LifePoint,'45043',0
LifePoint,'45045',0
LifePoint,'45047',0
LifePoint,'45049',0
LifePoint,'45051',0
LifePoint,'45053',0
LifePoint,'45055',0
LifePoint,'45057',0
LifePoint,'45059',0
LifePoint,'45061',0
LifePoint,'45063',0
LifePoint,'45065',0
LifePoint,'45067',0
LifePoint,'45069',0
LifePoint,'45071',0
LifePoint,'45073',0
LifePoint,'45075',0
LifePoint,'45077',0
LifePoint,'45079',0
LifePoint,'45081',0
LifePoint,'45083',0
LifePoint,'45085',0
LifePoint,'45087',0
LifePoint,'45089',0
Lifeshare of the Carolinas,'45091',0
LifeSource Upper Midwest Organ Procurement Organization,'46003',0
LifeSource Upper Midwest Organ Procurement Organization,'46005',0
LifeSource Upper Midwest Organ Procurement Organization,'46007',0
LifeSource Upper Midwest Organ Procurement Organization,'46009',0
LifeSource Upper Midwest Organ Procurement Organization,'46011',0
LifeSource Upper Midwest Organ Procurement Organization,'46013',0
LifeSource Upper Midwest Organ Procurement Organization,'46015',0
LifeSource Upper Midwest Organ Procurement Organization,'46017',0
LifeSource Upper Midwest Organ Procurement Organization,'46019',0
LifeSource Upper Midwest Organ Procurement Organization,'46021',0
LifeSource Upper Midwest Organ Procurement Organization,'46023',0
LifeSource Upper Midwest Organ Procurement Organization,'46025',0
LifeSource Upper Midwest Organ Procurement Organization,'46027',0
LifeSource Upper Midwest Organ Procurement Organization,'46029',0
LifeSource Upper Midwest Organ Procurement Organization,'46031',0
LifeSource Upper Midwest Organ Procurement Organization,'46033',0
LifeSource Upper Midwest Organ Procurement Organization,'46035',0
LifeSource Upper Midwest Organ Procurement Organization,'46037',0
LifeSource Upper Midwest Organ Procurement Organization,'46039',0
LifeSource Upper Midwest Organ Procurement Organization,'46041',0
LifeSource Upper Midwest Organ Procurement Organization,'46043',0
LifeSource Upper Midwest Organ Procurement Organization,'46045',0
LifeSource Upper Midwest Organ Procurement Organization,'46047',0
LifeSource Upper Midwest Organ Procurement Organization,'46049',0
LifeSource Upper Midwest Organ Procurement Organization,'46051',0
LifeSource Upper Midwest Organ Procurement Organization,'46053',0
LifeSource Upper Midwest Organ Procurement Organization,'46055',0
LifeSource Upper Midwest Organ Procurement Organization,'46057',0
LifeSource Upper Midwest Organ Procurement Organization,'46059',0
LifeSource Upper Midwest Organ Procurement Organization,'46061',0
LifeSource Upper Midwest Organ Procurement Organization,'46063',0
LifeSource Upper Midwest Organ Procurement Organization,'46065',0
LifeSource Upper Midwest Organ Procurement Organization,'46067',0
LifeSource Upper Midwest Organ Procurement Organization,'46069',0
LifeSource Upper Midwest Organ Procurement Organization,'46071',0
LifeSource Upper Midwest Organ Procurement Organization,'46073',0
LifeSource Upper Midwest Organ Procurement Organization,'46075',0
LifeSource Upper Midwest Organ Procurement Organization,'46077',0
LifeSource Upper Midwest Organ Procurement Organization,'46079',0
LifeSource Upper Midwest Organ Procurement Organization,'46081',0
LifeSource Upper Midwest Organ Procurement Organization,'46083',0
LifeSource Upper Midwest Organ Procurement Organization,'46085',0
LifeSource Upper Midwest Organ Procurement Organization,'46087',0
LifeSource Upper Midwest Organ Procurement Organization,'46089',0
LifeSource Upper Midwest Organ Procurement Organization,'46091',0
LifeSource Upper Midwest Organ Procurement Organization,'46093',0
LifeSource Upper Midwest Organ Procurement Organization,'46095',0
LifeSource Upper Midwest Organ Procurement Organization,'46097',0
LifeSource Upper Midwest Organ Procurement Organization,'46099',0
LifeSource Upper Midwest Organ Procurement Organization,'46101',0
LifeSource Upper Midwest Organ Procurement Organization,'46103',0
LifeSource Upper Midwest Organ Procurement Organization,'46105',0
LifeSource Upper Midwest Organ Procurement Organization,'46107',0
LifeSource Upper Midwest Organ Procurement Organization,'46109',0
LifeSource Upper Midwest Organ Procurement Organization,'46111',0
LifeSource Upper Midwest Organ Procurement Organization,'46113',0
LifeSource Upper Midwest Organ Procurement Organization,'46115',0
LifeSource Upper Midwest Organ Procurement Organization,'46117',0
LifeSource Upper Midwest Organ Procurement Organization,'46119',0
LifeSource Upper Midwest Organ Procurement Organization,'46121',0
LifeSource Upper Midwest Organ Procurement Organization,'46123',0
LifeSource Upper Midwest Organ Procurement Organization,'46125',0
LifeSource Upper Midwest Organ Procurement Organization,'46127',0
LifeSource Upper Midwest Organ Procurement Organization,'46129',0
LifeSource Upper Midwest Organ Procurement Organization,'46135',0
LifeSource Upper Midwest Organ Procurement Organization,'46137',0
Tennessee Donor Services,'47001',0
Tennessee Donor Services,'47003',0
Tennessee Donor Services,'47005',0
Tennessee Donor Services,'47007',0
Tennessee Donor Services,'47009',0
Tennessee Donor Services,'47011',0
Tennessee Donor Services,'47013',0
Tennessee Donor Services,'47015',0
Mid-South Transplant Foundation,'47017',0
Tennessee Donor Services,'47019',0
Tennessee Donor Services,'47021',0
Tennessee Donor Services,'47023',0
Tennessee Donor Services,'47025',0
Tennessee Donor Services,'47027',0
Tennessee Donor Services,'47029',0
Tennessee Donor Services,'47031',0
Tennessee Donor Services,'47033',0
Tennessee Donor Services,'47035',0
Tennessee Donor Services,'47037',0
Tennessee Donor Services,'47039',0
Tennessee Donor Services,'47041',0
Tennessee Donor Services,'47043',0
Mid-South Transplant Foundation,'47045',0
Mid-South Transplant Foundation,'47047',0
Tennessee Donor Services,'47049',0
Tennessee Donor Services,'47051',0
Tennessee Donor Services,'47053',0
Tennessee Donor Services,'47055',0
Tennessee Donor Services,'47057',0
Tennessee Donor Services,'47059',0
Tennessee Donor Services,'47061',0
Tennessee Donor Services,'47063',0
Tennessee Donor Services,'47065',0
Tennessee Donor Services,'47067',0
Mid-South Transplant Foundation,'47069',0
Tennessee Donor Services,'47071',0
Tennessee Donor Services,'47073',0
Mid-South Transplant Foundation,'47075',0
Mid-South Transplant Foundation,'47077',0
Tennessee Donor Services,'47079',0
Tennessee Donor Services,'47081',0
Tennessee Donor Services,'47083',0
Tennessee Donor Services,'47085',0
Tennessee Donor Services,'47087',0
Tennessee Donor Services,'47089',0
Tennessee Donor Services,'47091',0
Tennessee Donor Services,'47093',0
Mid-South Transplant Foundation,'47095',0
Mid-South Transplant Foundation,'47097',0
Tennessee Donor Services,'47099',0
Tennessee Donor Services,'47101',0
Tennessee Donor Services,'47103',0
Tennessee Donor Services,'47105',0
Tennessee Donor Services,'47107',0
Tennessee Donor Services,'47109',0
Tennessee Donor Services,'47111',0
Tennessee Donor Services,'47113',0
Tennessee Donor Services,'47115',0
Tennessee Donor Services,'47117',0
Tennessee Donor Services,'47119',0
Tennessee Donor Services,'47121',0
Tennessee Donor Services,'47123',0
Tennessee Donor Services,'47125',0
Tennessee Donor Services,'47127',0
Tennessee Donor Services,'47129',0
Mid-South Transplant Foundation,'47131',0
Tennessee Donor Services,'47133',0
Tennessee Donor Services,'47135',0
Tennessee Donor Services,'47137',0
Tennessee Donor Services,'47139',0
Tennessee Donor Services,'47141',0
Tennessee Donor Services,'47143',0
Tennessee Donor Services,'47145',0
Tennessee Donor Services,'47147',0
Tennessee Donor Services,'47149',0
Tennessee Donor Services,'47151',0
Tennessee Donor Services,'47153',0
Tennessee Donor Services,'47155',0
Mid-South Transplant Foundation,'47157',0
Tennessee Donor Services,'47159',0
Tennessee Donor Services,'47161',0
Tennessee Donor Services,'47163',0
Tennessee Donor Services,'47165',0
Mid-South Transplant Foundation,'47167',0
Tennessee Donor Services,'47169',0
Tennessee Donor Services,'47171',0
Tennessee Donor Services,'47173',0
Tennessee Donor Services,'47175',0
Tennessee Donor Services,'47177',0
Tennessee Donor Services,'47179',0
Tennessee Donor Services,'47181',0
Tennessee Donor Services,'47183',0
Tennessee Donor Services,'47185',0
Tennessee Donor Services,'47187',0
Tennessee Donor Services,'47189',0
Southwest Transplant Alliance,'48001',0
LifeGift Organ Donation Center,'48003',0
LifeGift Organ Donation Center,'48005',0
Southwest Transplant Alliance,'48007',0
Southwest Transplant Alliance,'48009',0
LifeGift Organ Donation Center,'48011',0
Texas Organ Sharing Alliance,'48013',0
LifeGift Organ Donation Center,'48015',0
LifeGift Organ Donation Center,'48017',0
Texas Organ Sharing Alliance,'48019',0
Texas Organ Sharing Alliance,'48021',0
Southwest Transplant Alliance,'48023',0
Southwest Transplant Alliance,'48025',0
Southwest Transplant Alliance,'48027',0
Texas Organ Sharing Alliance,'48029',0
Texas Organ Sharing Alliance,'48031',0
LifeGift Organ Donation Center,'48033',0
Southwest Transplant Alliance,'48035',0
Southwest Transplant Alliance,'48037',0
LifeGift Organ Donation Center,'48039',0
Southwest Transplant Alliance,'48041',0
Southwest Transplant Alliance,'48043',0
LifeGift Organ Donation Center,'48045',0
Texas Organ Sharing Alliance,'48047',0
Southwest Transplant Alliance,'48049',0
Texas Organ Sharing Alliance,'48051',0
Texas Organ Sharing Alliance,'48053',0
Texas Organ Sharing Alliance,'48055',0
LifeGift Organ Donation Center,'48057',0
Southwest Transplant Alliance,'48059',0
Texas Organ Sharing Alliance,'48061',0
Southwest Transplant Alliance,'48063',0
LifeGift Organ Donation Center,'48065',0
Southwest Transplant Alliance,'48067',0
LifeGift Organ Donation Center,'48069',0
LifeGift Organ Donation Center,'48071',0
Southwest Transplant Alliance,'48073',0
LifeGift Organ Donation Center,'48075',0
Southwest Transplant Alliance,'48077',0
LifeGift Organ Donation Center,'48079',0
LifeGift Organ Donation Center,'48081',0
Southwest Transplant Alliance,'48083',0
Southwest Transplant Alliance,'48085',0
LifeGift Organ Donation Center,'48087',0
LifeGift Organ Donation Center,'48089',0
Texas Organ Sharing Alliance,'48091',0
Southwest Transplant Alliance,'48093',0
LifeGift Organ Donation Center,'48095',0
Southwest Transplant Alliance,'48097',0
Southwest Transplant Alliance,'48099',0
LifeGift Organ Donation Center,'48101',0
Southwest Transplant Alliance,'48103',0
Southwest Transplant Alliance,'48105',0
LifeGift Organ Donation Center,'48107',0
Southwest Transplant Alliance,'48109',0
LifeGift Organ Donation Center,'48111',0
Southwest Transplant Alliance,'48113',0
LifeGift Organ Donation Center,'48115',0
LifeGift Organ Donation Center,'48117',0
Southwest Transplant Alliance,'48119',0
Southwest Transplant Alliance,'48121',0
Texas Organ Sharing Alliance,'48123',0
LifeGift Organ Donation Center,'48125',0
Texas Organ Sharing Alliance,'48127',0
LifeGift Organ Donation Center,'48129',0
Texas Organ Sharing Alliance,'48131',0
Southwest Transplant Alliance,'48133',0
Southwest Transplant Alliance,'48135',0
Texas Organ Sharing Alliance,'48137',0
Southwest Transplant Alliance,'48139',0
Southwest Transplant Alliance,'48141',0
LifeGift Organ Donation Center,'48143',0
Southwest Transplant Alliance,'48145',0
Southwest Transplant Alliance,'48147',0
Texas Organ Sharing Alliance,'48149',0
LifeGift Organ Donation Center,'48151',0
LifeGift Organ Donation Center,'48153',0
LifeGift Organ Donation Center,'48155',0
LifeGift Organ Donation Center,'48157',0
Southwest Transplant Alliance,'48159',0
Southwest Transplant Alliance,'48161',0
Texas Organ Sharing Alliance,'48163',0
LifeGift Organ Donation Center,'48165',0
Southwest Transplant Alliance,'48167',0
LifeGift Organ Donation Center,'48169',0
Texas Organ Sharing Alliance,'48171',0
LifeGift Organ Donation Center,'48173',0
Southwest Transplant Alliance,'48175',0
Texas Organ Sharing Alliance,'48177',0
LifeGift Organ Donation Center,'48179',0
Southwest Transplant Alliance,'48181',0
Southwest Transplant Alliance,'48183',0
LifeGift Organ Donation Center,'48185',0
Texas Organ Sharing Alliance,'48187',0
LifeGift Organ Donation Center,'48189',0
LifeGift Organ Donation Center,'48191',0
LifeGift Organ Donation Center,'48193',0
LifeGift Organ Donation Center,'48195',0
LifeGift Organ Donation Center,'48197',0
Southwest Transplant Alliance,'48199',0
LifeGift Organ Donation Center,'48201',0
Southwest Transplant Alliance,'48203',0
LifeGift Organ Donation Center,'48205',0
LifeGift Organ Donation Center,'48207',0
Texas Organ Sharing Alliance,'48209',0
LifeGift Organ Donation Center,'48211',0
Southwest Transplant Alliance,'48213',0
Texas Organ Sharing Alliance,'48215',0
Southwest Transplant Alliance,'48217',0
LifeGift Organ Donation Center,'48219',0
LifeGift Organ Donation Center,'48221',0
Southwest Transplant Alliance,'48223',0
LifeGift Organ Donation Center,'48225',0
LifeGift Organ Donation Center,'48227',0
Southwest Transplant Alliance,'48229',0
Southwest Transplant Alliance,'48231',0
LifeGift Organ Donation Center,'48233',0
LifeGift Organ Donation Center,'48235',0
Southwest Transplant Alliance,'48237',0
LifeGift Organ Donation Center,'48239',0
LifeGift Organ Donation Center,'48241',0
LifeGift Organ Donation Center,'48243',0
Southwest Transplant Alliance,'48245',0
Texas Organ Sharing Alliance,'48247',0
Southwest Transplant Alliance,'48249',0
LifeGift Organ Donation Center,'48251',0
LifeGift Organ Donation Center,'48253',0
Texas Organ Sharing Alliance,'48255',0
Southwest Transplant Alliance,'48257',0
Texas Organ Sharing Alliance,'48259',0
Texas Organ Sharing Alliance,'48261',0
LifeGift Organ Donation Center,'48263',0
Texas Organ Sharing Alliance,'48265',0
Texas Organ Sharing Alliance,'48267',0
LifeGift Organ Donation Center,'48269',0
Texas Organ Sharing Alliance,'48271',0
Southwest Transplant Alliance,'48273',0
LifeGift Organ Donation Center,'48275',0
Southwest Transplant Alliance,'48277',0
LifeGift Organ Donation Center,'48279',0
Texas Organ Sharing Alliance,'48281',0
Texas Organ Sharing Alliance,'48283',0
LifeGift Organ Donation Center,'48285',0
Texas Organ Sharing Alliance,'48287',0
Southwest Transplant Alliance,'48289',0
LifeGift Organ Donation Center,'48291',0
Southwest Transplant Alliance,'48293',0
LifeGift Organ Donation Center,'48295',0
Texas Organ Sharing Alliance,'48297',0
Texas Organ Sharing Alliance,'48299',0
Southwest Transplant Alliance,'48301',0
LifeGift Organ Donation Center,'48303',0
LifeGift Organ Donation Center,'48305',0
Texas Organ Sharing Alliance,'48307',0
Texas Organ Sharing Alliance,'48309',0
Texas Organ Sharing Alliance,'48311',0
LifeGift Organ Donation Center,'48313',0
Southwest Transplant Alliance,'48315',0
LifeGift Organ Donation Center,'48317',0
Texas Organ Sharing Alliance,'48319',0
LifeGift Organ Donation Center,'48321',0
Texas Organ Sharing Alliance,'48323',0
Texas Organ Sharing Alliance,'48325',0
Texas Organ Sharing Alliance,'48327',0
Southwest Transplant Alliance,'48329',0
Texas Organ Sharing Alliance,'48331',0
Southwest Transplant Alliance,'48333',0
LifeGift Organ Donation Center,'48335',0
Southwest Transplant Alliance,'48337',0
LifeGift Organ Donation Center,'48339',0
LifeGift Organ Donation Center,'48341',0
Southwest Transplant Alliance,'48343',0
LifeGift Organ Donation Center,'48345',0
LifeGift Organ Donation Center,'48347',0
Southwest Transplant Alliance,'48349',0
LifeGift Organ Donation Center,'48351',0
LifeGift Organ Donation Center,'48353',0
Southwest Transplant Alliance,'48355',0
LifeGift Organ Donation Center,'48357',0
LifeGift Organ Donation Center,'48359',0
Southwest Transplant Alliance,'48361',0
LifeGift Organ Donation Center,'48363',0
Southwest Transplant Alliance,'48365',0
LifeGift Organ Donation Center,'48367',0
LifeGift Organ Donation Center,'48369',0
Southwest Transplant Alliance,'48371',0
LifeGift Organ Donation Center,'48373',0
LifeGift Organ Donation Center,'48375',0
LifeGift Organ Donation Center,'48377',0
Southwest Transplant Alliance,'48379',0
LifeGift Organ Donation Center,'48381',0
Southwest Transplant Alliance,'48383',0
Texas Organ Sharing Alliance,'48385',0
Southwest Transplant Alliance,'48387',0
Southwest Transplant Alliance,'48389',0
Southwest Transplant Alliance,'48391',0
LifeGift Organ Donation Center,'48393',0
Southwest Transplant Alliance,'48395',0
Southwest Transplant Alliance,'48397',0
LifeGift Organ Donation Center,'48399',0
Southwest Transplant Alliance,'48401',0
LifeGift Organ Donation Center,'48403',0
LifeGift Organ Donation Center,'48405',0
LifeGift Organ Donation Center,'48407',0
Southwest Transplant Alliance,'48409',0
Texas Organ Sharing Alliance,'48411',0
Southwest Transplant Alliance,'48413',0
LifeGift Organ Donation Center,'48415',0
LifeGift Organ Donation Center,'48417',0
LifeGift Organ Donation Center,'48419',0
LifeGift Organ Donation Center,'48421',0
Southwest Transplant Alliance,'48423',0
LifeGift Organ Donation Center,'48425',0
Texas Organ Sharing Alliance,'48427',0
Southwest Transplant Alliance,'48429',0
Southwest Transplant Alliance,'48431',0
LifeGift Organ Donation Center,'48433',0
Texas Organ Sharing Alliance,'48435',0
LifeGift Organ Donation Center,'48437',0
LifeGift Organ Donation Center,'48439',0
Southwest Transplant Alliance,'48441',0
LifeGift Organ Donation Center,'48443',0
LifeGift Organ Donation Center,'48445',0
LifeGift Organ Donation Center,'48447',0
Southwest Transplant Alliance,'48449',0
Texas Organ Sharing Alliance,'48451',0
Texas Organ Sharing Alliance,'48453',0
LifeGift Organ Donation Center,'48455',0
LifeGift Organ Donation Center,'48457',0
Southwest Transplant Alliance,'48459',0
Southwest Transplant Alliance,'48461',0
Texas Organ Sharing Alliance,'48463',0
Texas Organ Sharing Alliance,'48465',0
Southwest Transplant Alliance,'48467',0
Southwest Transplant Alliance,'48469',0
LifeGift Organ Donation Center,'48471',0
LifeGift Organ Donation Center,'48473',0
Southwest Transplant Alliance,'48475',0
LifeGift Organ Donation Center,'48477',0
Texas Organ Sharing Alliance,'48479',0
LifeGift Organ Donation Center,'48481',0
LifeGift Organ Donation Center,'48483',0
Southwest Transplant Alliance,'48485',0
LifeGift Organ Donation Center,'48487',0
Texas Organ Sharing Alliance,'48489',0
Texas Organ Sharing Alliance,'48491',0
Texas Organ Sharing Alliance,'48493',0
Southwest Transplant Alliance,'48495',0
LifeGift Organ Donation Center,'48497',0
Southwest Transplant Alliance,'48499',0
LifeGift Organ Donation Center,'48501',0
Southwest Transplant Alliance,'48503',0
Texas Organ Sharing Alliance,'48505',0
Texas Organ Sharing Alliance,'48507',0
Intermountain Donor Services,'49001',0
Intermountain Donor Services,'49003',0
Intermountain Donor Services,'49005',0
Intermountain Donor Services,'49007',0
Intermountain Donor Services,'49009',0
Intermountain Donor Services,'49011',0
Intermountain Donor Services,'49013',0
Intermountain Donor Services,'49015',0
Intermountain Donor Services,'49017',0
Intermountain Donor Services,'49019',0
Intermountain Donor Services,'49021',0
Intermountain Donor Services,'49023',0
Intermountain Donor Services,'49025',0
Intermountain Donor Services,'49027',0
Intermountain Donor Services,'49029',0
Intermountain Donor Services,'49031',0
Intermountain Donor Services,'49033',0
Intermountain Donor Services,'49035',0
Intermountain Donor Services,'49037',0
Intermountain Donor Services,'49039',0
Intermountain Donor Services,'49041',0
Intermountain Donor Services,'49043',0
Intermountain Donor Services,'49045',0
Intermountain Donor Services,'49047',0
Intermountain Donor Services,'49049',0
Intermountain Donor Services,'49051',0
Intermountain Donor Services,'49053',0
Intermountain Donor Services,'49055',0
Intermountain Donor Services,'49057',0
Center for Donation and Transplant,'50001',0
Center for Donation and Transplant,'50003',0
New England Organ Bank,'50005',0
Center for Donation and Transplant,'50007',0
New England Organ Bank,'50009',0
Center for Donation and Transplant,'50011',0
Center for Donation and Transplant,'50013',0
Center for Donation and Transplant,'50015',0
New England Organ Bank,'50017',0
New England Organ Bank,'50019',0
Center for Donation and Transplant,'50021',0
New England Organ Bank,'50023',0
New England Organ Bank,'50025',0
New England Organ Bank,'50027',0
LifeNet Health,'51001',0
LifeNet Health,'51003',0
LifeNet Health,'51005',0
LifeNet Health,'51007',0
LifeNet Health,'51009',0
LifeNet Health,'51011',0
Washington Regional Transplant Community,'51013',0
LifeNet Health,'51015',0
LifeNet Health,'51017',0
LifeNet Health,'51019',0
LifeNet Health,'51021',0
LifeNet Health,'51023',0
LifeNet Health,'51025',0
Tennessee Donor Services,'51027',0
LifeNet Health,'51029',0
LifeNet Health,'51031',0
LifeNet Health,'51033',0
LifeNet Health,'51035',0
LifeNet Health,'51036',0
LifeNet Health,'51037',0
LifeNet Health,'51041',0
Washington Regional Transplant Community,'51043',0
LifeNet Health,'51045',0
Washington Regional Transplant Community,'51047',0
LifeNet Health,'51049',0
Tennessee Donor Services,'51051',0
LifeNet Health,'51053',0
LifeNet Health,'51057',0
Washington Regional Transplant Community,'51059',0
Washington Regional Transplant Community,'51061',0
LifeNet Health,'51063',0
LifeNet Health,'51065',0
LifeNet Health,'51067',0
LifeNet Health,'51069',0
LifeNet Health,'51071',0
LifeNet Health,'51073',0
